Timestamp,Water_Level_m
2019-01-01 00:00:00,1.6490142459033699
2019-01-01 01:00:00,1.4585207096486446
2019-01-01 02:00:00,1.6943065614302077
2019-01-01 03:00:00,1.9569089569224076
2019-01-01 04:00:00,1.4297539875829992
2019-01-01 05:00:00,1.429758912915246
2019-01-01 06:00:00,1.9737638446522174
2019-01-01 07:00:00,1.7302304187458726
2019-01-01 08:00:00,1.3591576842195143
2019-01-01 09:00:00,1.6627680130757894
2019-01-01 10:00:00,1.3609746921562613
2019-01-01 11:00:00,1.360281073928923
2019-01-01 12:00:00,1.5725886814698102
2019-01-01 13:00:00,0.9260159266026606
2019-01-01 14:00:00,0.9825246502460901
2019-01-01 15:00:00,1.3313137412277083
2019-01-01 16:00:00,1.1961506638996728
2019-01-01 17:00:00,1.594274199778582
2019-01-01 18:00:00,1.2275927773436368
2019-01-01 19:00:00,1.0763088895994126
2019-01-01 20:00:00,1.9396946306764662
2019-01-01 21:00:00,1.4322671098540394
2019-01-01 22:00:00,1.5202584614063772
2019-01-01 23:00:00,1.072575544135963
2019-01-02 00:00:00,1.3366851826424453
2019-01-02 01:00:00,1.5332767769129598
2019-01-02 02:00:00,1.1547019267733092
2019-01-02 03:00:00,1.6127094055037017
2019-01-02 04:00:00,1.3198083930243585
2019-01-02 05:00:00,1.412491875062017
2019-01-02 06:00:00,1.3194880163311808
2019-01-02 07:00:00,2.055683455352681
2019-01-02 08:00:00,1.4959508325786197
2019-01-02 09:00:00,1.18268672131323
2019-01-02 10:00:00,1.7467634736309567
2019-01-02 11:00:00,1.1337469050086932
2019-01-02 12:00:00,1.5626590785014267
2019-01-02 13:00:00,0.9120989628360674
2019-01-02 14:00:00,1.1015441853304708
2019-01-02 15:00:00,1.559058370760737
2019-01-02 16:00:00,1.721539973998623
2019-01-02 17:00:00,1.5514104843569911
2019-01-02 18:00:00,1.465305515283528
2019-01-02 19:00:00,1.4096688913232134
2019-01-02 20:00:00,1.0564434028897718
2019-01-02 21:00:00,1.2840467374815874
2019-01-02 22:00:00,1.3618083687120637
2019-01-02 23:00:00,1.8171366678656746
2019-01-03 00:00:00,1.6030854868705384
2019-01-03 01:00:00,0.9710879533911798
2019-01-03 02:00:00,1.5972251908184385
2019-01-03 03:00:00,1.384475315875105
2019-01-03 04:00:00,1.2969233999082124
2019-01-03 05:00:00,1.6835028866522603
2019-01-03 06:00:00,1.8092998567487852
2019-01-03 07:00:00,1.7793840357348596
2019-01-03 08:00:00,1.2482347430332084
2019-01-03 09:00:00,1.4072362872446356
2019-01-03 10:00:00,1.5993790294210692
2019-01-03 11:00:00,1.7926635381367078
2019-01-03 12:00:00,1.356247728646413
2019-01-03 13:00:00,1.444302307000855
2019-01-03 14:00:00,1.1680995077981915
2019-01-03 15:00:00,1.1411380127757988
2019-01-03 16:00:00,1.7437577467182594
2019-01-03 17:00:00,1.906872008571247
2019-01-03 18:00:00,1.4783969635258998
2019-01-03 19:00:00,1.8010598693676072
2019-01-03 20:00:00,1.6084908075142903
2019-01-03 21:00:00,1.3064640736184627
2019-01-03 22:00:00,1.608418681652524
2019-01-03 23:00:00,1.9614109699397908
2019-01-04 00:00:00,1.4892521882670144
2019-01-04 01:00:00,1.9693930967442017
2019-01-04 02:00:00,0.7140764687730767
2019-01-04 03:00:00,1.7465707513125672
2019-01-04 04:00:00,1.5261141204714515
2019-01-04 05:00:00,1.4102977948602398
2019-01-04 06:00:00,1.5275282329606508
2019-01-04 07:00:00,0.9037293256197322
2019-01-04 08:00:00,1.4340984336487463
2019-01-04 09:00:00,1.6071337714535239
2019-01-04 10:00:00,1.9433682134224548
2019-01-04 11:00:00,1.3445189345179058
2019-01-04 12:00:00,1.2574519191320437
2019-01-04 13:00:00,1.349472886924639
2019-01-04 14:00:00,1.7746206353106222
2019-01-04 15:00:00,1.5986253328979054
2019-01-04 16:00:00,1.3410719388698884
2019-01-04 17:00:00,1.6539802299340067
2019-01-04 18:00:00,1.5291232648044122
2019-01-04 19:00:00,1.7905934971598667
2019-01-04 20:00:00,1.2893840718367944
2019-01-04 21:00:00,1.4017013560206695
2019-01-04 22:00:00,1.3823675540603526
2019-01-04 23:00:00,1.0609455155603644
2019-01-05 00:00:00,1.5888360831193729
2019-01-05 01:00:00,1.5783165816539668
2019-01-05 02:00:00,1.5015340369927384
2019-01-05 03:00:00,1.429623859987456
2019-01-05 04:00:00,1.0753887773848758
2019-01-05 05:00:00,1.3738064031703923
2019-01-05 06:00:00,1.397185645041969
2019-01-05 07:00:00,1.2593168192335145
2019-01-05 08:00:00,1.4516142865001973
2019-01-05 09:00:00,1.6212152570443614
2019-01-05 10:00:00,2.065855770363159
2019-01-05 11:00:00,1.5523733438495517
2019-01-05 12:00:00,1.5772651172168293
2019-01-05 13:00:00,1.4776662252701498
2019-01-05 14:00:00,0.9243686354102876
2019-01-05 15:00:00,1.492045837365235
2019-01-05 16:00:00,1.518069062982308
2019-01-05 17:00:00,2.2389726337455857
2019-01-05 18:00:00,1.4422917105656632
