ID,Value
1,0.9327284833540133
2,0.8660638895004084
3,0.04521867010618941
4,0.026366974497252005
5,0.3764633668780496
6,0.8105533307818329
7,0.9872761293149445
8,0.15041689110352818
9,0.5941307153521351
10,0.3808908566310215
11,0.9699143978146032
12,0.8421189231357087
13,0.8383287047111379
14,0.4686931597949703
15,0.4148195023376652
16,0.27340707193070624
17,0.056375496650927115
18,0.8647223762550532
19,0.8129010091300776
20,0.9997176732861306
21,0.9966368370739054
22,0.5554317056026274
23,0.7689874151805105
24,0.944765729882428
25,0.8496473906774115
26,0.24734810174319766
27,0.4505441353100935
28,0.12915941515149498
29,0.9540510272587224
30,0.60617463445088
31,0.22864280550346272
32,0.6717006844058567
33,0.6181282404578958
34,0.3581627180328405
35,0.11355759219962902
36,0.6715731955927996
37,0.5203077009037933
38,0.7723183917356393
39,0.5201635011119934
40,0.8521815003185401
41,0.5519068387744855
42,0.5609379715353863
43,0.876653602658345
44,0.40348286621239704
45,0.13401522845064073
46,0.028782676313338973
47,0.755137255673619
48,0.6203095513534647
49,0.7040797680992236
50,0.21296416150891073
51,0.13637147558676976
52,0.014544665667881929
53,0.350587558806597
54,0.5899176868546331
55,0.3922440450997323
56,0.43747492202372906
57,0.9041586944937484
58,0.34825546702330035
59,0.5139894891598108
60,0.7836530127411431
61,0.39654278232127016
62,0.6220867002278735
63,0.8623637087467452
64,0.9495206236576421
65,0.14707348092903794
66,0.9265876251614944
67,0.4921162930795382
68,0.25824438829895835
69,0.4591357562382613
70,0.980032575285477
71,0.4926180939928696
72,0.3287516102875082
73,0.6334008543167258
74,0.24014561877819307
75,0.07586332810866392
76,0.12887972191064923
77,0.12804583895777244
78,0.15190269351229435
79,0.13882717264941014
80,0.6408747448032146
81,0.18188008439914483
82,0.3456672833238632
83,0.8967884099060118
84,0.47396164026287235
85,0.6675577385210272
86,0.17231987120162984
87,0.19228901880867078
88,0.04086861626647886
89,0.16893506307216455
90,0.2785903390319586
91,0.17701048427674682
92,0.08870253375705561
93,0.12063587110060081
94,0.46077876803272577
95,0.2063337184057925
96,0.36426986104807546
97,0.5034172708548569
98,0.6903948286293653
99,0.039312139841098936
100,0.7994103989090426
101,0.6279003894909078
102,0.08175903194887191
103,0.8735786241067772
104,0.9208724005318132
105,0.06107795985486375
106,0.2768776481472037
107,0.8062012797930613
108,0.7482596903836584
109,0.18452101935637732
110,0.2093493233367103
111,0.370472102791382
112,0.4845229851910213
113,0.618254771530296
114,0.3689136395697724
115,0.4625347161331479
116,0.7474709381337565
117,0.0366832028905979
118,0.25243694434402075
119,0.7133495858845524
120,0.8952068376871993
121,0.5116774421156661
122,0.5321134852653157
123,0.10717201133977605
124,0.44741236682345464
125,0.5326172664550232
126,0.24247050363472966
127,0.26924323094938096
128,0.37728416310462265
129,0.02007119777772637
130,0.3220791655831783
131,0.21144800699654465
132,0.32749735217791465
133,0.11976213181925122
134,0.890527280739895
135,0.5935924535540487
136,0.6791023191444896
137,0.7891712386073383
138,0.4984421989290573
139,0.08692028808742369
140,0.5371065418185478
141,0.5868411180208791
142,0.74543947418433
143,0.4316595462296794
144,0.12758030279556376
145,0.28377590579872447
146,0.3630822963986351
147,0.6459172413316012
148,0.5707783046689119
149,0.35609672589784624
150,0.9865152487929797
151,0.6057748193568872
152,0.23722679173599448
153,0.10178247262040374
154,0.15285913918433203
155,0.24595772838450813
156,0.16068137325955567
157,0.18656702405130576
158,0.2850951686938471
159,0.17337359529475482
160,0.8967654246264252
161,0.08023374566164221
162,0.5245113895702547
163,0.4103968269896615
164,0.9823786169086064
165,0.11203890216805235
166,0.39785559904574164
167,0.9694704332753689
168,0.8655071258939803
169,0.8170720709492799
170,0.25790282704493983
171,0.17088758739006582
172,0.668643219924431
173,0.9293759891275858
174,0.5567628930139298
175,0.5716126894698998
176,0.2799790936602842
177,0.7694929331919369
178,0.18704374855752337
179,0.3236792364042437
180,0.4254364386164168
181,0.507610378684455
182,0.24240973241508024
183,0.11483682473920354
184,0.6106200424416326
185,0.28863055324025577
186,0.5812382214226123
187,0.1543627152742023
188,0.4811401018548175
189,0.5325894325515859
190,0.05182353682242691
191,0.3366042781939206
192,0.13441467693897424
193,0.06337497047276774
194,0.9899602323899452
195,0.32235384497472297
196,0.8098744458546349
197,0.25464065476376385
198,0.6815027222239293
199,0.7602278598896866
200,0.5956387406078443
201,0.47157618855015837
202,0.41184091414726853
203,0.3488682665429953
204,0.9295291442478258
205,0.8306194077877291
206,0.9650269106665126
207,0.12429722348554473
208,0.7308674752036443
209,0.9383404568210378
210,0.18123306616566015
211,0.0664962673667775
212,0.741120649290059
213,0.5744731131799119
214,0.8418287767582721
215,0.1397723766262895
216,0.7952673118598902
217,0.20162732004774453
218,0.1636559428657045
219,0.16426579793099294
220,0.8145747202313821
221,0.6651972206962001
222,0.5230654247691193
223,0.3588304841235025
224,0.8772005408131083
225,0.3924451074226354
226,0.8165994394715771
227,0.4391349085702184
228,0.3769444294249076
229,0.46267978566960644
230,0.3013778741641421
231,0.7476093801762511
232,0.5027203900924792
233,0.2322126951468173
234,0.8995745732745685
235,0.3838912213732114
236,0.5435528611139886
237,0.9064721109645469
238,0.6242379959139921
239,0.11689804070836407
240,0.9398321236134751
241,0.6277080530714179
242,0.3349056146570861
243,0.13927207266338726
244,0.794025189270296
245,0.6200727559285135
246,0.5334610919763215
247,0.8938925830509576
248,0.7885972112245307
249,0.15167487973275118
250,0.31172206779554823
251,0.24848913981446574
252,0.743946292572677
253,0.03353243473577938
254,0.5698896848713165
255,0.7624586857406905
256,0.8767656367617495
257,0.34208174871590746
258,0.8212573046720129
259,0.11063173695520723
260,0.8464522917345182
261,0.12748866233198242
262,0.39728729056036727
263,0.7972953657795536
264,0.14991742734877378
265,0.22925139523264149
266,0.7222525683930663
267,0.7200365365460744
268,0.6411476328852973
269,0.6939484444671
270,0.5427244433475962
271,0.25179905890695276
272,0.34569599350391944
273,0.18159771680142567
274,0.9084505613336283
275,0.5833917947661205
276,0.4008514167636399
277,0.4620058036441327
278,0.9472833396118153
279,0.1533514031160802
280,0.5862298320167972
281,0.505888678884466
282,0.6114542354346478
283,0.01811018382084051
284,0.8721239089441515
285,0.9321182824836124
286,0.5651331835892089
287,0.6966508238768923
288,0.9224993811772957
289,0.7072386343133986
290,0.15253904291426135
291,0.5762883601668132
292,0.6067150463828559
293,0.424130671302386
294,0.7364442356247228
295,0.9343670147690148
296,0.9255685129067763
297,0.4508393714041321
298,0.11323804584075525
299,0.9848411989623346
300,0.8388980864459341
301,0.12466268120326685
302,0.9208418826173723
303,0.8698963620621283
304,0.5188380571260721
305,0.5912754357449292
306,0.39900270387013026
307,0.05476163882203133
308,0.3351972416459009
309,0.8028534485980114
310,0.004632023004602859
311,0.3334991716911442
312,0.3981686935909433
313,0.5373956029379229
314,0.9198556164127605
315,0.34634599436596125
316,0.3469532018962277
317,0.7375012481097484
318,0.45221794088980716
319,0.22460482293998196
320,0.4524395161326934
321,0.14085702037979986
322,0.1763869865062233
323,0.49836777273947974
324,0.4189254495045479
325,0.9148459010681
326,0.3623938991166331
327,0.5805883502780435
328,0.6322642879195304
329,0.013094456588333636
330,0.6635373720167106
331,0.17803596686975143
332,0.9610703174694551
333,0.14866272775311296
334,0.41462412372702373
335,0.08534966807864386
336,0.9968742518459474
337,0.5021950103312426
338,0.5953850173200438
339,0.06707647738842748
340,0.7499604703991778
341,0.20990559309558576
342,0.8980542894407137
343,0.20513964048200717
344,0.19068772066366657
345,0.03654966784809488
346,0.47206694510999925
347,0.5648411332626164
348,0.06570863942835237
349,0.7755276166950106
350,0.4532888347480276
351,0.52439026932758
352,0.44076274693822814
353,0.400763060875326
354,0.5596403313082179
355,0.1552402459307125
356,0.18192813049527112
357,0.8617856210135173
358,0.9461154621336327
359,0.37330931627975295
360,0.27074467314355377
361,0.6439995432390158
362,0.4087341710980964
363,0.02538635566034486
364,0.15615259736619036
365,0.7159722288473975
366,0.6589239419101514
367,0.02709599250348349
368,0.22197216193294944
369,0.2310747965880714
370,0.6718927435987284
371,0.019710537754364155
372,0.10410858198457384
373,0.7999160853731894
374,0.1785446620543336
375,0.6527461078518747
376,0.23818278104672652
377,0.09944139275934516
378,0.24317219099945409
379,0.7222669318556592
380,0.8556964681062857
381,0.8302198645669916
382,0.3971835296184548
383,0.6680851365706462
384,0.20498429541582097
385,0.29314773026101326
386,0.8963358185211198
387,0.013001923510736035
388,0.08550853085446808
389,0.20788625514602732
390,0.026532203873819715
391,0.18143543508979731
392,0.5830415609696922
393,0.42142455059249795
394,0.8926717110769748
395,0.8174435617384409
396,0.34181735169787597
397,0.2594234334312925
398,0.3796924081672669
399,0.5902949425148077
400,0.26806364082287626
401,0.624148907849134
402,0.4094116521912404
403,0.5520471808519802
404,0.4361265291353167
405,0.29446575954191767
406,0.9484533069621567
407,0.7636057941597608
408,0.14011317576645255
409,0.8684679758979128
410,0.48743119824951364
411,0.8945522268940914
412,0.7998552559473152
413,0.42521350446923345
414,0.022469308320117398
415,0.2686773593849461
416,0.5416342146608669
417,0.6334782198261473
418,0.2578876854332023
419,0.13935607407282413
420,0.8349302367992991
421,0.9844021807035521
422,0.5256901823026858
423,0.1716792858483035
424,0.27230732651936895
425,0.018390676547466733
